game_id,white_rating,rolling_10_white
820,1711,1781.4
821,1760,1789.1
822,1713,1789.7
823,1710,1784.9
824,1374,1751.0
825,1603,1738.9
826,1564,1722.3
827,1821,1671.0
828,1512,1654.2
829,1821,1658.9
830,1832,1671.0
831,1821,1677.1
832,1832,1689.0
833,1500,1668.0
834,1821,1712.7
835,1500,1702.4
836,1877,1733.7
837,1902,1741.8
838,1830,1773.6
839,1824,1773.9
840,1548,1745.5
841,1858,1749.2
842,1891,1755.1
843,1876,1792.7
844,1867,1797.3
845,1864,1833.7
846,1922,1838.2
847,1861,1834.1
848,1527,1803.8
849,1878,1809.2
850,1878,1842.2
851,1660,1822.4
852,1707,1804.0
853,1806,1797.0
854,1864,1796.7
855,1853,1795.6
856,1882,1791.6
857,1832,1788.7
858,1704,1806.4
859,1841,1802.7
860,1695,1784.4
861,1851,1803.5
862,1527,1785.5
863,1527,1757.6
864,1500,1721.2
865,1533,1689.2
866,1894,1690.4
867,1545,1661.7
868,1552,1646.5
869,1923,1654.7
870,1961,1681.3
871,2215,1717.7
872,2215,1786.5
873,2215,1855.3
874,1803,1885.6
875,2210,1953.3
876,1807,1944.6
877,2200,2010.1
878,1805,2035.4
879,2189,2062.0
880,2051,2071.0
881,2121,2061.6
882,1500,1990.1
883,2078,1976.4
884,2151,2011.2
885,1986,1988.8
886,2143,2022.4
887,1904,1992.8
888,1547,1967.0
889,1950,1943.1
890,1902,1928.2
891,1879,1904.0
892,1805,1934.5
893,1787,1905.4
894,1560,1846.3
895,1500,1797.7
896,1541,1737.5
897,1567,1703.8
898,1540,1703.1
899,1550,1663.1
900,1435,1616.4
901,1534,1581.9
902,1524,1553.8
903,1548,1529.9
904,1545,1528.4
905,2621,1640.5
906,1544,1640.8
907,1432,1627.3
908,1369,1610.2
909,1553,1610.5
910,1543,1621.3
911,1544,1622.3
912,1519,1621.8
913,1545,1621.5
914,1529,1619.9
915,1546,1512.4
916,1500,1508.0
917,2105,1575.3
918,813,1519.7
919,857,1450.1
920,857,1381.5
921,1478,1374.9
922,859,1308.9
923,1574,1311.8
924,1186,1277.5
925,1391,1262.0
926,1271,1239.1
927,1203,1148.9
928,901,1157.7
929,1500,1222.0
930,922,1228.5
931,989,1179.6
932,1026,1196.3
933,1057,1144.6
934,1057,1131.7
935,1331,1125.7
936,1266,1125.2
937,1155,1120.4
938,1222,1152.5
939,1214,1123.9
940,1034,1135.1
941,1535,1189.7
942,1500,1237.1
943,1950,1326.4
944,1950,1415.7
945,1950,1477.6
946,1950,1546.0
947,1950,1625.5
948,1950,1698.3
949,1950,1771.9
950,1950,1863.5
951,2036,1913.6
952,1795,1943.1
953,2023,1950.4
954,1675,1922.9
955,1990,1926.9
956,1990,1930.9
957,1990,1934.9
958,1990,1938.9
959,1990,1942.9
960,1458,1893.7
961,1967,1886.8
962,1967,1904.0
963,2102,1911.9
964,1647,1909.1
965,1500,1860.1
966,1668,1827.9
967,1613,1790.2
968,1500,1741.2
969,1528,1695.0
970,1500,1699.2
971,1887,1691.2
972,1826,1677.1
973,1297,1596.6
974,1297,1561.6
975,1625,1574.1
976,1719,1579.2
977,1625,1580.4
978,1619,1592.3
979,1551,1594.6
980,1862,1630.8
981,1807,1622.8
982,1862,1626.4
983,1474,1644.1
984,1862,1700.6
985,1720,1710.1
986,1862,1724.4
987,1884,1750.3
988,1396,1728.0
989,1674,1740.3
990,2203,1774.4
991,1862,1779.9
992,1862,1779.9
993,1598,1792.3
994,1708,1776.9
995,1862,1791.1
996,1862,1791.1
997,1500,1752.7
998,1862,1799.3
999,1862,1818.1
1000,1704,1768.2
1001,1862,1768.2
1002,1701,1752.1
1003,1799,1772.2
